584065454762638,3,-2.0381618,4.157754,8.53585
584065474483599,3,-1.3747413,4.282295,9.422008
584065494204688,3,-0.62989014,4.4451566,9.946517
584065513925649,3,-1.1735597,4.5768824,8.8951025
584065533646738,3,-1.5136524,4.648733,8.384964
584065553367699,3,-2.0501368,4.5840673,7.527547
584065573088788,3,-1.465752,4.5625124,8.452024
584065592809749,3,-1.0562036,4.519402,9.783655
584065612530838,3,-1.4346168,4.536167,9.134604
584065614995982,3,-2.6393116,4.045188,7.7694435
584065627321614,3,-2.6896071,4.0859036,7.7143583
584065629786638,3,-2.6464968,4.1218286,7.810159
584065632251790,3,-2.675237,4.119434,8.1143265
584065634716942,3,-2.6488917,4.2056546,8.238868
584065637182094,3,-2.6512868,4.1984696,8.62207
584065639647246,3,-2.5842261,4.2296047,9.10347
584065642112398,3,-2.5219557,4.1170387,9.656719
584065644577422,3,-2.4525,4.0882983,10.3440895
584065647042574,3,-2.198628,4.150569,11.02667
584065649507726,3,-1.9854712,4.0763235,11.481724
584065651972878,3,-1.7699195,4.1625443,11.802657
584065654438030,3,-1.6022681,4.0835085,12.164305
584065656903054,3,-1.477727,4.1553593,12.2433405
584065659368206,3,-1.3531861,4.138594,12.202625
584065661833358,3,-1.2645704,4.232,12.19544
584065664298510,3,-1.1184741,4.2032595,11.987073
584065666763662,3,-0.92926764,4.28948,11.785892
584065669230558,3,-0.7759864,4.1960745,11.354788
584065671695710,3,-0.6706055,4.1314087,10.835069
584065674160862,3,-0.4766089,4.071533,10.471025
584065676626014,3,-0.4766089,4.152964,9.944121
584065679091038,3,-0.37362307,4.1050634,9.417217
584065681556190,3,-0.22992188,3.999683,8.741821
584065684021342,3,-0.18920656,3.8440065,8.186177
584065686486494,3,-0.1460962,3.8535867,7.6209526
584065688951646,3,-0.15328126,3.5494192,7.4054008
584065691416798,3,-0.4406836,3.5925295,7.2497244
584065693881950,3,-0.7759864,3.4584084,7.185059
584065696346974,3,-1.2382251,3.530259,7.1635036
584065698812126,3,-1.7938697,4.0020776,7.4676714
584065701277278,3,-2.3638844,4.2248144,7.8748245
584065703742430,3,-2.7806177,4.181704,8.243657
584065706207582,3,-3.1925611,4.176914,8.62207
584065708672734,3,-3.3745828,4.0859036,8.710687
584065711137886,3,-3.4967287,3.9805226,8.765772
584065713603038,3,-3.7290456,3.7194655,8.919053
584065716068062,3,-4.0020776,3.4440382,9.254355
584065718533214,3,-4.157754,3.0967603,9.690249
584065720998366,3,-4.119434,2.7351124,10.150093
584065723463518,3,-3.9326222,2.574646,10.645863
584065725928670,3,-3.7170706,2.4333398,11.206297
584065728393822,3,-3.3697927,2.5387208,11.7930765
584065730858974,3,-3.0368848,2.6417067,12.310401
584065733323998,3,-2.4884255,2.9746144,12.662469
584065735789150,3,-1.9208057,3.7410207,12.638518
584065738254302,3,-1.7818946,5.8845634,13.206139
584065740719454,3,-1.2957057,5.6738014,11.872112
584065743184606,3,-0.5221143,5.3863993,10.669812
584065745649758,3,0.23231691,4.926555,9.505833
584065748114910,3,0.87418216,4.543352,8.562195
584065750579934,3,1.22146,4.1074586,7.541917
584065753045086,3,1.5687379,3.6236646,6.813831
584065755510238,3,1.587898,3.1207106,6.3970976
584065757975390,3,1.5783179,2.7518775,6.1456203
584065760440542,3,1.4609619,2.4261549,5.7935524
584065762905694,3,1.477727,2.186653,5.733677
