578088453544940,1,1
578088589450423,1,1
578088678458973,1,1
578088769599659,1,1
578088858816491,1,1
578088948875302,0,1
578089040771353,0,1
578089128716570,0,1
578089218442569,0,1
578089309151484,0,0
578089399047014,1,0
578089489211502,1,0
578089578799792,1,0
578089713923191,1,0
578089803732471,1,0
578089894108365,1,0
578089984857228,0,0
578090078827238,0,0
578090166294955,0,1
578090255746474,0,1
578090345324764,0,1
578090437619982,0,1
578090525988168,0,1
578090616769271,0,1
578090706697613,0,0
578090797300747,0,0
578090885802474,1,0
578090977845765,1,0
578091064762440,1,0
578091157283439,1,0
578091246944438,1,0
578091336573457,1,0
578091425394716,1,0
578091514689152,0,0
578091607784682,0,1
578091695283545,0,1
578091784312043,0,1
578091875026271,0,1
578091968143520,0,1
578092057664622,0,1
578092148548434,0,1
578092237030942,0,1
578092325448764,0,0
578092415559033,1,0
578092508604303,1,0
578092597858218,1,0
578092686399060,1,0
578092777401205,1,0
578092866938661,1,0
578092955383931,1,0
578093046125658,0,0
578093136926188,0,0
578093226550676,0,1
578093318791571,0,1
578093406958611,0,1
578093498719662,0,1
578093586103733,0,1
578093676169107,0,1
578093768283751,0,1
578093856258604,0,0
578093947830748,0,0
578094037847736,1,0
578094125086130,1,0
578094215575254,1,0
578094306418753,1,0
578094397068658,1,0
578094485852052,1,0
578094576162165,0,0
578094668846445,0,0
578094756589475,0,1
578094844935161,0,1
578094937647514,0,1
578095025224658,0,1
578095117525709,0,1
578095207004520,0,1
578095297406091,0,1
578095385800423,0,1
578095475155484,0,0
578095567557316,1,0
578095706409309,1,0
578095792948224,1,0
578095882851826,1,0
578095970434283,1,0
578096061194553,1,0
578096150635134,1,0
578096242249414,0,0
578096330601975,0,1
578096422541307,0,1
578096509741056,0,1
578096604143357,0,1
578096692646855,0,1
578096779757593,0,1
578096871161144,0,1
578096960992559,0,0
578097050247724,1,0
578097140628723,1,0
578097231113107,1,0
578097319971917,1,0
578097412404375,1,0
578097502011936,1,0
578097593755486,1,0
578097680485860,0,0
578097770613004,0,0
578097862715722,0,1
578097951216928,0,1
578098041222823,0,1
578098131615957,0,1
578098221183830,0,1
578098312629725,0,1
578098401427598,0,0
578098492117347,0,0
578098628374235,1,0
578098714843567,1,0
578098805468055,1,0
578098897325200,1,0
578098986124740,1,0
578099075367978,1,0
578099168619810,0,0
578099259221382,0,0
578099347003057,0,1
578099436789576,0,1
578099525365418,0,1
578099616810011,0,1
578099706248874,0,1
578099796265914,0,1
578099887303319,0,1
578099975327547,0,1
578100067334431,0,0
578100157381158,1,0
578100245801167,1,0
578100335572791,1,0
578100428029883,1,0
578100518016038,1,0
578100605895005,1,0
578100697109129,0,0
578100785909346,0,0
578100878420762,0,0
578100967473062,0,1
578101056326456,0,1
578101145045580,0,1
578101238069287,0,1
578101327800129,0,1
578101414262221,0,1
578101508838272,0,1
578101642788338,0,0
578101731304857,1,0
578101820642522,1,0
578101911252427,1,0
578102001509051,1,0
578102091486299,1,0
578102190161048,1,0
578102270006056,1,0
578102361628722,1,0
578102452624252,0,0
578102541852073,0,0
578102629979634,0,1
578102722983237,0,1
578102813515121,0,1
578102901378619,0,1
578102992447170,0,1
578103082066294,0,1
578103170282032,0,1
578103262068134,0,0
578103353075956,1,0
578103441188309,1,0
578103533696964,1,0
578103621410410,1,0
578103710931148,1,0
578103800669438,1,0
578103894736635,1,0
578103981124664,1,0
578104072892851,0,0
578104160690984,0,1
578104253295994,0,1
578104341393815,0,1
578104431720334,0,1
578104519657114,0,1
578104612755613,0,1
578104700967601,0,1
578104790950891,0,0
578104880724181,0,0
578104971086326,1,0
