25468560555934,1,0
25468656810225,1,0
25468754341184,1,0
25468851913559,1,0
25468949079100,1,0
25469047062726,1,0
25469145028767,1,0
25469243406434,1,0
25469339340059,1,0
25469437016184,1,0
25469535053434,1,0
25469632425726,1,0
25469729208309,1,0
25469826690976,1,0
25469924409643,1,0
25470021645518,1,0
25470119008268,1,0
25470216968893,1,0
25470314555684,1,0
25470412116185,1,0
25470508977643,1,0
25470606228018,1,0
25470704643476,1,0
25470801765018,1,0
25470898903435,1,0
25470996541310,1,0
25471093918893,0,0
25471191845810,0,0
25471289040227,0,1
25471386684560,0,1
25471483888768,0,1
25471581378102,0,1
25471679068477,0,1
25471776209852,0,1
25471873573102,1,0
25471971089894,1,0
25472068854477,1,0
25472166053227,1,0
25472263553185,1,0
25472361296435,0,0
25472459403769,0,0
25472560530311,0,1
25472655605811,0,1
25472799951602,0,1
25472897536352,0,1
25472995450311,0,1
25473094851019,1,0
25473238697728,1,0
25473336196894,1,0
25473482993894,1,0
25473580969061,0,0
25473677590853,0,0
25473775438019,0,1
25473872156686,0,1
25473970671395,0,1
25474067650478,0,1
25474164989770,0,1
25474262408603,1,0
25474362334978,1,0
25474457448270,1,0
25474554781895,1,0
25474652369895,1,0
25474749971437,0,0
25474851627562,0,0
25474944776478,0,1
25475042319978,0,1
25475139829645,0,1
25475237328812,0,1
25475336506604,0,1
25475432289437,0,0
25475529786604,1,0
25475627448354,1,0
25475724704187,1,0
25475822691312,1,0
25475919774687,1,0
25476017456479,0,0
25476116766604,0,1
25476213387479,0,1
25476310469937,0,1
25476410719271,0,1
25476507950021,0,1
25476603775479,0,0
25476701805979,1,0
25476809930229,1,0
25476894805896,1,0
25476992845646,1,0
25477094323063,0,0
25477190463479,0,0
25477287228146,0,0
25477390859896,0,1
25477482495730,0,1
25477580248646,0,1
25477681298521,0,1
25477773178563,0,1
25477871701313,1,0
25477967646146,1,0
25478069197438,1,0
25478168636813,0,0
25478264124313,0,0
25478360130897,0,0
25478460353938,0,0
25478559023938,0,1
25478652833188,0,1
25478748100439,0,1
25478846364730,0,1
25478945321355,0,1
25479043438605,1,0
25479174082189,1,0
25479239628064,1,0
25479335283564,1,0
25479431357397,0,0
25479528213064,0,0
25479626409272,0,0
25479725723897,0,1
25479819906647,0,1
25479917295814,0,1
25480014926772,0,1
