200023142438917,3,1.9333179,4.570531,8.820239
200023146047375,3,1.8914193,4.6351743,8.754398
200023151505458,3,1.8794483,4.7644615,8.65863
200023156183625,3,1.8543092,4.818331,8.567651
200023161183625,3,1.8100165,4.871003,8.548497
200023162803083,3,1.8100165,4.871003,8.548497
200023166659000,3,1.769315,4.9164934,8.514978
200023171191500,3,1.7178397,4.9284644,8.520964
200023176027333,3,1.7669208,4.9667716,8.536526
200023181027333,3,1.7741034,4.9524064,8.546103
200023183573125,3,1.7741034,4.9524064,8.546103
200023186988583,3,1.8088194,4.9428296,8.553286
200023191911125,3,1.7932571,4.9021277,8.571242
200023196380083,3,1.8231846,4.909311,8.564059
200023202583958,3,1.8686744,4.9224787,8.586804
200023206316542,3,1.8710686,4.891354,8.608353
200023211353958,3,1.8435353,4.8123455,8.588001
200023216107583,3,1.8686744,4.76087,8.653842
200023221107583,3,1.8722657,4.787206,8.708909
200023224062250,3,1.8722657,4.787206,8.708909
200023231610708,3,1.8255788,4.8841715,8.598776
200023236207375,3,1.8100165,4.9284644,8.631097
200023242500042,3,1.757344,4.9057193,8.6334915
200023246094333,3,1.7908629,4.9284644,8.641871
200023251722167,3,1.7896658,4.933253,8.617929
200023256263083,3,1.7860745,4.9308586,8.593987
200023261263083,3,1.7932571,4.9428296,8.6095495
200023262960625,3,1.7932571,4.9428296,8.6095495
200023266284042,3,1.7932571,4.9428296,8.6095495
200023271769583,3,1.7848774,4.947618,8.615535
200023276117208,3,1.7633295,4.959589,8.6299
200023281117208,3,1.7357962,5.0397944,8.522161
200023284042708,3,1.7357962,5.0397944,8.522161
200023291837708,3,1.7537527,5.0421886,8.507795
200023296325333,3,1.7597382,5.0302176,8.468291
200023301325333,3,1.7764976,5.0146556,8.519767
200023303510500,3,1.7764976,5.0146556,8.519767
200023306340708,3,1.7908629,5.0002904,8.555679
200023311390042,3,1.7717092,4.972757,8.562862
200023316499542,3,1.8100165,4.9188876,8.640674
200023322497000,3,1.8088194,4.868609,8.608353
200023326266125,3,1.8243817,4.8482585,8.645462
200023331461959,3,1.8363527,4.8662148,8.680179
200023336193875,3,1.7549498,4.8578353,8.699332
200023341193875,3,1.5586253,4.961983,8.599973
200023343313834,3,1.5586253,4.961983,8.599973
200023346371042,3,1.5586253,4.961983,8.599973
200023351497250,3,1.520318,5.0122614,8.542512
200023356226667,3,1.4520833,5.081693,8.462306
200023362446875,3,1.352724,5.070919,8.42759
200023366368750,3,1.401805,5.118803,8.467094
200023371982250,3,1.5454572,5.2157683,8.546103
200023376517042,3,1.590947,5.246893,8.526949
200023382500334,3,1.5610195,5.261258,8.475474
200023386375792,3,1.4796166,5.2804117,8.371326
200023392056417,3,1.3934253,5.291186,8.297106
200023396614417,3,1.3431472,5.317522,8.158242
200023401614417,3,1.4065934,5.4539914,8.147469
200023403913500,3,1.4065934,5.4539914,8.147469
200023411374667,3,1.5035586,5.5282116,8.209718
200023416928459,3,1.6232687,5.6227827,8.210915
200023422758334,3,1.6579847,5.7185507,8.180987
200023426119875,3,1.5705963,5.7616463,8.136695
200023431903917,3,1.4580688,5.795165,8.086416
200023436394500,3,1.4688427,5.8801594,8.00621
200023441394500,3,1.4867992,5.957971,7.9236107
200023443106417,3,1.4867992,5.957971,7.9236107
200023446215292,3,1.5406688,6.0800753,7.8745294
200023451215292,3,1.5023615,6.2225304,7.837419
200023452874875,3,1.5023615,6.2225304,7.837419
200023456146459,3,1.3994108,6.291962,7.827842
200023461146459,3,1.5502456,6.4619503,7.728483
200023463181834,3,1.5502456,6.4619503,7.728483
200023466397417,3,1.5945383,6.567295,7.739257
200023472040750,3,1.5837644,6.6283474,7.723695
200023476340959,3,1.5370775,6.5744777,7.607576
200023481340959,3,1.5346833,6.5385647,7.502231
200023483220209,3,1.5346833,6.5385647,7.502231
200023486331834,3,1.5023615,6.447585,7.4268136
200023492034959,3,1.447295,6.3781533,7.4232225
200023496712709,3,1.3670892,6.325481,7.3885064
200023502350834,3,1.460463,6.399701,7.4387846
200023506409334,3,1.5442601,6.5265937,7.4735007
200023511819042,3,1.5131354,6.6546836,7.5525093
200023516892209,3,1.5286977,6.8342485,7.514202
200023523011375,3,1.5071499,7.00304,7.4495587
200023526101459,3,1.5442601,7.1371155,7.4088573
200023532045625,3,1.5658079,7.2328835,7.323863
200023536636209,3,1.614889,7.314286,7.1742253
200023542333792,3,1.5969325,7.339425,7.0341644
200023546123209,3,1.5095441,7.3226657,6.9719152
200023551527709,3,1.5370775,7.3406224,6.927623
200023556646625,3,1.5298948,7.3059063,7.03177
200023562495459,3,1.5358804,7.2352777,7.0593038
200023566405125,3,1.5286977,7.1622543,7.091625
200023571488084,3,1.5442601,7.1071877,7.1610575
200023576264792,3,1.5861586,7.0700774,7.1431007
200023581264792,3,1.3982137,7.00304,7.180211
200023583770709,3,1.3982137,7.00304,7.180211
200023586637500,3,1.3982137,7.00304,7.180211
200023591567417,3,1.3156139,7.0461354,7.2687964
200023596942042,3,1.2617443,7.1383123,7.261614
200023603029875,3,1.2306197,7.2029557,7.2233067
200023606430125,3,1.198298,7.291541,7.098808
200023611967834,3,1.1707647,7.381324,6.927623
200023616607625,3,1.2186487,7.442376,6.8306575
200023622675167,3,1.2258313,7.478289,6.754043
200023626138375,3,1.1671734,7.515399,6.619968
200023631817250,3,1.1204864,7.541735,6.4739213
200023636326667,3,1.1073183,7.571663,6.3889275
200023641326667,3,1.1145009,7.654263,6.38773
200023643205625,3,1.1145009,7.654263,6.38773
200023646232209,3,1.1947067,7.66384,6.3769565
200023651619584,3,1.2617443,7.620744,6.361394
200023656271875,3,1.3108255,7.61835,6.420052
200023661271875,3,1.2940661,7.5584946,6.4463882
200023663033292,3,1.2940661,7.5584946,6.4463882
200023666475042,3,1.3215994,7.536947,6.5122285
200023671867375,3,1.3395559,7.5201874,6.59004
200023676567667,3,1.30484,7.517793,6.6905966
200023682834250,3,1.2868834,7.5884223,6.6965823
200023686523959,3,1.3192052,7.632715,6.6283474
200023691523959,3,1.2294226,7.632715,6.597223
200023693423584,3,1.2294226,7.632715,6.597223
200023696611375,3,1.1300632,7.668628,6.623559
200023701611375,3,1.0869676,7.762002,6.503849
200023704471167,3,1.0869676,7.762002,6.503849
200023711662209,3,0.9756372,7.9307933,6.319495
200023716912625,3,0.9935937,8.045714,6.2488666
200023721912625,3,0.90021986,8.055291,6.184223
200023723452625,3,0.90021986,8.055291,6.184223
200023726830417,3,0.85473,8.103176,5.99149
200023732124417,3,0.7278373,7.9930425,6.0465565
200023736849917,3,0.7697359,7.908048,6.06571
200023742595917,3,0.92176765,7.78355,6.167464
200023746294542,3,1.0510546,7.7823524,6.331466
200023751775000,3,1.115698,7.702147,6.435614
200023756300084,3,1.1097125,7.6889787,6.50744
200023761300084,3,1.0953473,7.6985555,6.491878
200023764684500,3,1.0953473,7.6985555,6.491878
200023771686334,3,1.0737995,7.896077,6.405687
200023776637709,3,1.151611,8.118738,6.289568
200023781637709,3,0.9792285,8.190564,6.2728086
200023783442792,3,0.9792285,8.190564,6.2728086
200023786312292,3,0.8822633,8.349778,6.0262055
200023791312292,3,0.7086837,8.307879,5.7616463
200023793243500,3,0.7086837,8.307879,5.7616463
200023796900542,3,0.7182605,8.276755,5.6407394
200023803318792,3,0.7445967,8.3390045,5.5701103
200023806839042,3,0.81522566,8.534132,5.509058
200023811765959,3,0.91817635,8.9124155,5.580884
200023817782084,3,0.89064306,8.876503,5.6431336
200023823308000,3,0.89543146,8.522161,5.625177
200023826419875,3,0.9708488,8.202535,5.708974
200023832006334,3,0.985214,7.98586,5.895722
200023836784084,3,1.0594343,7.904457,6.0082493
200023843005375,3,1.0474633,7.845799,6.1519012
200023847195375,3,0.90979666,7.7907324,6.167464
200023852860834,3,0.8403648,7.739257,6.179435
200023858242167,3,0.8499416,7.666234,6.2740054
200023863242167,3,0.80445176,7.606379,6.3913217
200023865444667,3,0.80445176,7.606379,6.3913217
200023871239417,3,0.7637503,7.6410947,6.4140663
200023876121417,3,0.7158663,7.7799582,6.4368114
200023881121417,3,0.60932434,7.8888946,6.331466
200023883420125,3,0.60932434,7.8888946,6.331466
200023886328084,3,0.47405192,8.031349,6.1219735
200023891643250,3,0.31364042,8.161834,5.8717794
200023896130709,3,0.19393034,8.371326,5.7137623
200023901130709,3,0.11492168,8.560468,5.6179943
200023903147459,3,0.11492168,8.560468,5.6179943
200023906319375,3,0.08379706,8.692149,5.5964465
200023911985792,3,-0.005985504,8.7125,5.5377884
200023916334459,3,-0.035913024,8.656237,5.461174
200023921334459,3,-0.050278235,8.541314,5.446809
200023922974292,3,-0.050278235,8.541314,5.446809
200023926737750,3,-0.039504327,8.421604,5.439626
200023932548375,3,0.011971008,8.303091,5.5126495
200023937832667,3,0.045489833,8.172607,5.6467247
200023944164459,3,0.11851298,8.036138,5.803545
